"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.443106833E0;9.669891357E-2;1.225950623E-1;9.792636108E0;9.793880854E0
1.453084833E0;1.005908203E-1;1.275347900E-1;9.784702606E0;9.786050722E0
1.463063833E0;9.131011963E-2;1.215472412E-1;9.779762878E0;9.780944393E0
1.473042833E0;8.592132568E-2;1.184037781E-1;9.782008209E0;9.783102092E0
1.483021833E0;9.460327148E-2;1.173559570E-1;9.778864746E0;9.780026479E0
1.493000833E0;8.771759033E-2;1.197509766E-1;9.791438599E0;9.792563735E0
1.502979833E0;9.684860229E-2;1.249900818E-1;9.797575836E0;9.798851690E0
1.512958833E0;1.053808594E-1;1.219963074E-1;9.797126770E0;9.798452999E0
1.522937833E0;9.969268799E-2;1.230441284E-1;9.789941711E0;9.791222457E0
1.532916833E0;9.190887451E-2;1.182540894E-1;9.792935486E0;9.794080697E0
1.542895833E0;9.415420532E-2;1.221459961E-1;9.774074707E0;9.775291353E0
1.552874833E0;9.415420532E-2;1.203497314E-1;9.779164124E0;9.780357868E0
1.562852833E0;9.370513916E-2;1.194515991E-1;9.768685913E0;9.769865598E0
1.572831833E0;8.771759033E-2;1.264869690E-1;9.778116302E0;9.779327776E0
1.582810833E0;8.876541138E-2;1.199006653E-1;9.781110077E0;9.782247687E0
1.592789833E0;9.744735718E-2;1.197509766E-1;9.802216187E0;9.803431973E0
1.602768833E0;1.010398865E-1;1.246907043E-1;9.791438599E0;9.792753783E0
1.612747833E0;1.002914429E-1;1.197509766E-1;9.792935486E0;9.794181135E0
1.622726833E0;9.490264893E-2;1.160087585E-1;9.780661011E0;9.781809360E0
1.632705833E0;9.580078125E-2;1.218466187E-1;9.786049805E0;9.787277209E0
1.642684833E0;9.145980835E-2;1.160087585E-1;9.786947937E0;9.788062773E0
1.652663833E0;9.011260986E-2;1.228944397E-1;9.783654785E0;9.784841556E0
1.662642833E0;9.385482788E-2;1.278341675E-1;9.781110077E0;9.782395649E0
1.672620833E0;9.026229858E-2;1.113684082E-1;9.774374084E0;9.775425257E0
1.682599833E0;8.846603394E-2;1.285826111E-1;9.797426147E0;9.798669238E0
1.692578833E0;9.340576172E-2;1.300794983E-1;9.798174591E0;9.799483182E0
1.702557833E0;8.936416626E-2;1.207987976E-1;9.800120544E0;9.801272417E0
1.712536750E0;9.939331055E-2;1.130149841E-1;9.799521790E0;9.800677462E0
1.722515750E0;1.032852173E-1;1.184037781E-1;9.787546692E0;9.788807769E0
1.732494750E0;9.520202637E-2;1.140628052E-1;9.782606964E0;9.783735113E0
1.742473750E0;9.445358276E-2;1.175056458E-1;9.780062256E0;9.781224197E0
1.752452750E0;9.954299927E-2;1.252894592E-1;9.787546692E0;9.788854708E0
1.762431750E0;9.355545044E-2;1.227447510E-1;9.790989532E0;9.792205825E0
1.772410750E0;9.445358276E-2;1.236428833E-1;9.784552917E0;9.785789944E0
1.782388750E0;9.086105347E-2;1.197509766E-1;9.780960388E0;9.782115423E0
1.792367750E0;9.160949707E-2;1.131646729E-1;9.792785797E0;9.793868092E0
1.802346750E0;1.008901978E-1;1.193019104E-1;9.799222412E0;9.800467931E0
1.812325750E0;1.011895752E-1;1.227447510E-1;9.790540466E0;9.791832731E0
1.822304750E0;8.577163696E-2;1.231938171E-1;9.783954163E0;9.785105648E0
1.832283750E0;9.475296021E-2;1.206491089E-1;9.782906342E0;9.784109097E0
1.842262750E0;8.876541138E-2;1.219963074E-1;9.780361633E0;9.781525243E0
1.852241750E0;9.669891357E-2;1.191522217E-1;9.786049805E0;9.787252868E0
1.862220750E0;1.005908203E-1;1.191522217E-1;9.792187042E0;9.793428554E0
1.872199750E0;9.280700684E-2;1.181044006E-1;9.789792023E0;9.790944267E0
1.882178750E0;9.939331055E-2;1.222956848E-1;9.792785797E0;9.794053754E0
1.892156750E0;9.131011963E-2;1.196012878E-1;9.800569611E0;9.801724680E0
1.902135750E0;1.029858398E-1;1.231938171E-1;9.790540466E0;9.791857098E0
1.912114750E0;1.059796143E-1;1.213975525E-1;9.793983307E0;9.795308982E0
1.922093750E0;1.023870850E-1;1.209484863E-1;9.788893890E0;9.790176467E0
1.932072750E0;9.116043091E-2;1.228944397E-1;9.776769104E0;9.777966424E0
1.942051750E0;9.804611206E-2;1.239422607E-1;9.773026886E0;9.774304540E0
1.952030750E0;8.801696777E-2;1.281335449E-1;9.782008209E0;9.783243317E0
1.962009750E0;9.056167603E-2;1.248403931E-1;9.800120544E0;9.801334053E0
1.971988750E0;9.909393311E-2;1.185534668E-1;9.791288910E0;9.792508006E0
1.981967750E0;9.714797974E-2;1.222956848E-1;9.785151672E0;9.786398072E0
1.991946750E0;1.010398865E-1;1.224453735E-1;9.784403229E0;9.785691006E0
2.001924750E0;1.010398865E-1;1.151106262E-1;9.796378326E0;9.797575610E0
2.011903750E0;8.936416626E-2;1.240919495E-1;9.793085175E0;9.794279045E0
2.021882750E0;9.265731812E-2;1.172062683E-1;9.788295135E0;9.789435344E0
2.031861750E0;8.666976929E-2;1.158590698E-1;9.773775330E0;9.774846248E0
2.041840750E0;8.951385498E-2;1.216969299E-1;9.789792023E0;9.790957600E0
2.051819750E0;9.460327148E-2;1.227447510E-1;9.795330505E0;9.796556322E0
2.061798750E0;1.032852173E-1;1.261875916E-1;9.793983307E0;9.795340737E0
2.071777750E0;9.789642334E-2;1.207987976E-1;9.783355408E0;9.784590901E0
2.081756750E0;9.071136475E-2;1.231938171E-1;9.790241089E0;9.791436353E0
2.091735750E0;9.430389404E-2;1.202000427E-1;9.791887665E0;9.793079460E0
2.101714750E0;9.235794067E-2;1.258882141E-1;9.796378326E0;9.797622474E0
2.111692750E0;9.924362183E-2;1.312770081E-1;9.794132996E0;9.795515509E0
2.121671750E0;9.624984741E-2;1.251397705E-1;9.784403229E0;9.785676805E0
2.131650750E0;8.831634521E-2;1.270857239E-1;9.783954163E0;9.785178057E0
2.141629750E0;9.131011963E-2;1.306782532E-1;9.780661011E0;9.781960138E0
2.151608750E0;8.547225952E-2;1.233435059E-1;9.784253540E0;9.785404257E0
2.161587750E0;9.520202637E-2;1.172062683E-1;9.793983307E0;9.795147255E0
2.171566750E0;9.669891357E-2;1.140628052E-1;9.787696381E0;9.788838616E0
2.181545750E0;9.475296021E-2;1.169068909E-1;9.797426147E0;9.798581758E0
2.191524750E0;1.026864624E-1;1.228944397E-1;9.798923035E0;9.800231640E0
