"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.071807458E0;7.194039917E-1;-2.365081787E-2;9.867181091E0;9.893400030E0
2.081785833E0;9.330097961E-1;-1.156345367E0;9.760153656E0;9.872600533E0
2.091764833E0;9.816586304E-1;-1.303040314E0;9.791737976E0;9.926716492E0
2.101743833E0;1.611399078E0;-1.203647003E0;9.760902100E0;9.965971247E0
2.111722833E0;2.149530029E0;-1.099912720E0;9.751920776E0;1.004640464E1
2.121701833E0;2.048639832E0;-1.052760773E0;9.837542725E0;1.010358735E1
2.131680833E0;1.350940704E0;-1.034648438E0;9.802066498E0;9.948670555E0
2.141659833E0;6.809339905E-1;-1.772314453E-1;9.828860779E0;9.854013715E0
2.151638833E0;1.239422607E-1;6.635700989E-1;9.700577545E0;9.724036799E0
2.161617833E0;-4.388873291E-1;2.516267395E-1;9.831405487E0;9.844413236E0
2.171596833E0;-4.957690430E-1;7.694000244E-2;9.722132721E0;9.735069150E0
2.181575833E0;-1.031355286E-1;-2.378553772E-1;9.767937469E0;9.771377310E0
2.191555833E0;2.734812927E-1;-3.926335144E-1;9.777367859E0;9.789069176E0
2.201534833E0;-8.068222046E-2;-2.406994629E-1;9.778715057E0;9.782009713E0
2.211513833E0;-1.100212097E-1;-2.469863892E-1;9.790390778E0;9.794123673E0
2.221492833E0;6.168672180E-1;-4.016148376E-1;9.773925018E0;9.801603435E0
2.231471833E0;1.174308014E0;-2.998265076E-1;9.807754669E0;9.882355331E0
2.241450833E0;1.017434235E0;-1.216969299E-1;9.730365601E0;9.784170751E0
2.251429833E0;5.231620789E-1;-2.981799316E-1;9.856553192E0;9.874930413E0
2.261408833E0;-2.424957275E-2;-7.319778442E-2;9.882748718E0;9.883049539E0
2.271387833E0;-9.946815491E-1;5.996530151E-1;9.742789764E0;9.811774942E0
2.281366833E0;-1.774859161E0;8.779243469E-1;9.613907776E0;9.815706746E0
2.291345833E0;-1.710642700E0;2.369572449E-1;9.858948212E0;1.000906125E1
2.301324833E0;-9.638456726E-1;-5.502557373E-1;9.828860779E0;9.891323676E0
2.311304833E0;-6.526428223E-2;-9.198371887E-1;9.789642334E0;9.832978028E0
